,file_paths,class_pred,class_true,filenam,pred
88,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/40.jpg,0,unknown,40.jpg,disease_liver
89,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/41._big_gallery (1).jpeg,0,unknown,41._big_gallery (1).jpeg,disease_liver
90,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/41._big_gallery.jpeg,2,unknown,41._big_gallery.jpeg,disease_liver_low
91,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/41.jpg,3,unknown,41.jpg,liver
92,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/42._big_gallery (1).jpeg,6,unknown,42._big_gallery (1).jpeg,no_liver
93,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/42._big_gallery.jpeg,2,unknown,42._big_gallery.jpeg,disease_liver_low
94,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/42.jpg,0,unknown,42.jpg,disease_liver
95,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/43._big_gallery (1).jpeg,6,unknown,43._big_gallery (1).jpeg,no_liver
96,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/43._big_gallery.jpeg,2,unknown,43._big_gallery.jpeg,disease_liver_low
97,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/43.jpg,0,unknown,43.jpg,disease_liver
98,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/44._big_gallery.jpeg,6,unknown,44._big_gallery.jpeg,no_liver
99,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/44.jpg,0,unknown,44.jpg,disease_liver
100,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/45._big_gallery.jpeg,6,unknown,45._big_gallery.jpeg,no_liver
101,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/45.jpg,0,unknown,45.jpg,disease_liver
102,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/46._big_gallery.jpeg,6,unknown,46._big_gallery.jpeg,no_liver
103,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/46.jpg,0,unknown,46.jpg,disease_liver
104,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/47._big_gallery (1).jpeg,6,unknown,47._big_gallery (1).jpeg,no_liver
105,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/47._big_gallery.jpeg,6,unknown,47._big_gallery.jpeg,no_liver
106,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/47.jpg,0,unknown,47.jpg,disease_liver
107,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/48._big_gallery (1).jpeg,6,unknown,48._big_gallery (1).jpeg,no_liver
108,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/48._big_gallery.jpeg,6,unknown,48._big_gallery.jpeg,no_liver
109,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/48.jpg,0,unknown,48.jpg,disease_liver
110,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/49._big_gallery (1).jpeg,6,unknown,49._big_gallery (1).jpeg,no_liver
111,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/49._big_gallery.jpeg,0,unknown,49._big_gallery.jpeg,disease_liver
112,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/50._big_gallery (1).jpeg,6,unknown,50._big_gallery (1).jpeg,no_liver
113,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/50._big_gallery.jpeg,6,unknown,50._big_gallery.jpeg,no_liver
114,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/51._big_gallery (1).jpeg,6,unknown,51._big_gallery (1).jpeg,no_liver
115,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/51._big_gallery.jpeg,6,unknown,51._big_gallery.jpeg,no_liver
116,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/52._big_gallery.jpeg,6,unknown,52._big_gallery.jpeg,no_liver
117,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/53._big_gallery.jpeg,6,unknown,53._big_gallery.jpeg,no_liver
118,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/53.jpg,1,unknown,53.jpg,disease_liver_high
119,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/54._big_gallery.jpeg,6,unknown,54._big_gallery.jpeg,no_liver
120,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/54.jpg,1,unknown,54.jpg,disease_liver_high
121,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/55._big_gallery.jpeg,6,unknown,55._big_gallery.jpeg,no_liver
122,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/55.jpg,1,unknown,55.jpg,disease_liver_high
123,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/56._big_gallery.jpeg,6,unknown,56._big_gallery.jpeg,no_liver
124,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/57._big_gallery.jpeg,3,unknown,57._big_gallery.jpeg,liver
125,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/99.jpeg,0,unknown,99.jpeg,disease_liver
126,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Abdominal-CT-scan-showing-a-normal-liver-No-evidence-of-cholelithiasis-or-biliary.jpeg,0,unknown,Abdominal-CT-scan-showing-a-normal-liver-No-evidence-of-cholelithiasis-or-biliary.jpeg,disease_liver
127,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/C0166686-Normal_abdominal_organs,_CT_scan.jpg",0,unknown,"C0166686-Normal_abdominal_organs,_CT_scan.jpg",disease_liver
128,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0072_big_gallery.jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0072_big_gallery.jpeg,no_liver
129,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0073_big_gallery.jpeg,1,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0073_big_gallery.jpeg,disease_liver_high
130,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0074_big_gallery (1).jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0074_big_gallery (1).jpeg,no_liver
131,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0074_big_gallery.jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0074_big_gallery.jpeg,no_liver
132,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0075_big_gallery (1).jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0075_big_gallery (1).jpeg,no_liver
133,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0075_big_gallery.jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0075_big_gallery.jpeg,no_liver
134,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0076_big_gallery (1).jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0076_big_gallery (1).jpeg,no_liver
135,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0076_big_gallery.jpeg,6,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0076_big_gallery.jpeg,no_liver
136,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0077_big_gallery (1).jpeg,1,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0077_big_gallery (1).jpeg,disease_liver_high
137,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0077_big_gallery.jpeg,1,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0077_big_gallery.jpeg,disease_liver_high
138,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0078_big_gallery.jpeg,1,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0078_big_gallery.jpeg,disease_liver_high
139,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0079_big_gallery.jpeg,3,unknown,CT_CHEST_ABDOMEN_PELVIS_ANGIOGRAM_0079_big_gallery.jpeg,liver
140,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (0).png",6,unknown,"Liver, normal axial CT (0).png",no_liver
141,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (0a).png",3,unknown,"Liver, normal axial CT (0a).png",liver
142,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (1).png",3,unknown,"Liver, normal axial CT (1).png",liver
143,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (2).png",3,unknown,"Liver, normal axial CT (2).png",liver
144,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (3).png",0,unknown,"Liver, normal axial CT (3).png",disease_liver
145,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (4).png",0,unknown,"Liver, normal axial CT (4).png",disease_liver
146,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (5).png",0,unknown,"Liver, normal axial CT (5).png",disease_liver
147,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (6).png",6,unknown,"Liver, normal axial CT (6).png",no_liver
148,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/Liver, normal axial CT (7).png",6,unknown,"Liver, normal axial CT (7).png",no_liver
149,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/external-content.duckduckgo.com.jpeg,6,unknown,external-content.duckduckgo.com.jpeg,no_liver
150,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-sort/unknown/external-content.duckduckgo.com.png,3,unknown,external-content.duckduckgo.com.png,liver
